Datetime,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2024-04-18,87.57583,87.252304,86.2103,87.20238,88.32013,93.835976,102.843185,106.23716,108.16535,101.96486,100.45263,91.78046,81.282936,82.74322,82.01439,93.72678,110.18108,116.46477,116.40192,107.79168,102.90623,96.88428,94.880714,89.388245
2024-04-19,62.98564,62.14109,59.428986,61.85605,61.72264,70.61364,83.42877,91.999916,96.596214,91.03234,88.77581,76.996475,67.03313,68.58151,64.33399,74.47393,90.97043,99.244156,106.31388,98.22111,93.58233,83.16614,78.640625,70.18141
2024-04-20,73.5405,74.69958,73.52628,75.33693,72.76258,71.98106,78.29402,79.52587,79.385345,74.35494,75.87918,68.44682,58.39707,61.40911,61.904015,73.58219,90.955345,101.24503,102.683876,97.467636,93.26218,85.73421,83.73098,73.88514
2024-04-21,78.59661,78.9339,77.573105,78.44918,75.15027,73.312546,79.8422,82.866295,85.52173,82.07096,84.13979,76.00713,65.86705,68.267914,68.070946,79.407585,96.96976,107.01158,108.92284,102.02682,96.69786,88.11644,85.87174,77.01908
2024-04-22,86.3762,84.32333,82.05402,82.21723,82.293335,90.50939,100.97475,109.284515,113.4451,110.19586,109.66116,102.19318,95.15017,96.48529,93.07693,100.07588,111.54632,114.69227,118.50458,111.75302,110.50496,103.834335,99.58857,94.61182
2024-04-23,80.58675,80.17395,78.70214,80.25188,79.986855,86.094864,96.355156,103.622734,108.50039,103.92631,102.034454,91.92487,83.02646,83.96444,81.34891,90.662254,103.81,108.45554,111.064316,102.5567,98.49248,92.09362,88.90961,84.63143
2024-04-24,72.27238,72.899864,71.731255,73.87187,73.19317,79.32174,90.263,97.81679,102.2017,96.814156,94.22113,83.467445,74.07592,75.486946,73.11132,83.68325,98.37471,103.387314,105.72602,96.24554,91.76836,85.158676,82.37863,77.70832
2024-04-25,79.213715,78.63963,76.65551,77.35769,77.19105,84.7986,95.94769,103.815605,107.52741,102.17472,100.11084,91.068344,82.703384,84.55582,82.22841,91.730286,105.38377,109.392166,111.83957,103.520584,100.740456,94.73705,91.54982,86.63638
2024-04-26,78.2763,78.942154,77.81407,79.63978,79.90137,86.72212,97.19469,103.55887,106.98499,100.80331,97.92858,88.07293,79.00206,80.59413,78.80399,89.11921,102.86524,107.11137,108.319855,99.30791,95.013084,89.6485,87.16158,83.23681
2024-04-27,86.292465,85.48908,83.97359,85.186874,84.00181,87.363686,95.571945,101.49261,106.318565,103.576164,103.751816,95.37126,87.41994,88.389206,85.84405,93.219025,105.027916,110.50128,113.76261,107.18027,103.55018,96.512665,93.175064,87.888054
2024-04-28,78.34572,77.63704,75.85522,77.1435,74.53771,75.97545,84.1161,89.97339,94.73138,93.706924,95.5383,88.909424,81.8,83.635704,80.32273,85.66664,98.77567,105.7138,110.930855,105.20445,102.65516,93.03156,90.06391,81.28887
2024-04-29,67.83231,67.888176,66.103004,68.85423,68.83146,74.81698,84.86552,89.987595,92.77298,87.18643,86.20011,76.0892,65.77733,67.6083,65.66862,77.2474,93.21732,100.41097,102.85104,94.741776,90.65108,83.10621,79.90489,72.78282
2024-04-30,68.48348,68.75832,67.31414,69.832535,69.005394,73.177605,81.944214,85.37915,85.9732,80.21304,80.06614,70.88845,59.779266,62.00534,61.468437,74.958885,93.310104,102.40235,103.99861,96.704315,92.66877,85.01303,82.20165,73.35829
2024-05-01,66.41448,67.42053,66.16351,69.32078,69.17432,75.39947,85.65562,91.41191,94.53397,88.88362,87.140526,76.96163,67.401024,69.30212,67.08693,77.84276,92.56988,98.425476,100.677185,92.00315,87.719025,80.705414,77.71951,71.95166
2024-05-02,66.28849,66.06241,64.219536,66.93444,66.45883,72.33595,83.52774,90.91051,96.42593,91.64916,90.11995,78.22663,67.77716,68.88037,65.75207,76.74496,92.51729,99.23881,102.797646,93.19681,88.25662,79.84717,76.413025,70.28011
2024-05-03,65.190735,65.02529,63.381798,66.6548,66.427185,74.21819,85.75426,94.112045,99.311966,95.472,93.69555,83.19917,74.59115,75.656395,71.43155,79.76168,93.00454,97.85028,102.57014,94.09076,91.025764,82.76076,78.962906,73.02432
2024-05-04,72.42715,73.05007,72.00258,73.51607,72.37769,73.23474,81.71537,83.07977,82.75796,75.98666,75.676,66.54071,54.62861,57.09964,57.221024,70.213,91.07727,102.19368,103.69597,97.281624,92.71097,84.54457,83.37855,72.496376
2024-05-05,80.74317,81.06609,79.673416,80.02795,77.39211,75.43758,82.128876,83.80717,85.70161,81.72348,83.822624,76.85419,66.46651,69.39289,69.49718,80.5847,99.82573,110.37046,111.66336,104.44501,99.054115,89.973045,88.73952,78.585045
2024-05-06,79.53362,78.45706,76.66728,77.23527,75.28342,77.000206,85.74982,90.79123,94.501076,91.39786,92.45681,84.20004,74.25863,76.00637,74.190834,84.2394,101.99107,110.76697,114.01797,106.4591,102.35819,92.95577,90.46051,81.31754
2024-05-07,78.47848,77.433945,75.56261,77.019844,76.77435,82.092735,92.05325,97.67867,101.113976,95.68526,94.35693,83.78071,72.8205,73.850426,72.37988,84.69696,101.47241,109.0345,111.1415,102.92412,98.487335,91.43064,88.45119,81.68517
2024-05-08,82.714905,81.873146,80.16232,81.10431,80.84035,84.15304,92.64801,95.438576,96.78567,90.313934,89.65839,79.83454,67.61154,69.13304,69.519714,84.0479,103.27872,112.87261,113.18268,105.42598,100.22185,93.560524,91.38566,83.3461
2024-05-09,77.861885,77.62206,76.08447,77.18596,76.02563,78.04112,86.12067,88.59478,89.35625,83.27053,83.38447,74.15949,62.06263,64.183304,64.76406,79.44879,99.607544,109.937,110.41524,102.73532,97.570244,90.12722,88.08017,78.993454
2024-05-10,80.73025,80.07828,78.43574,79.6652,78.99675,81.56601,89.57041,92.15503,93.58213,87.948524,88.08501,78.90062,67.24115,68.946465,68.99024,82.497795,101.16613,110.86571,111.74433,104.44406,99.48387,92.1692,89.85308,81.340904
2024-05-11,84.49694,83.39072,82.05159,80.57366,81.23396,80.417305,90.71862,88.90557,84.01657,72.00469,69.13472,57.978966,44.366882,46.23571,46.974365,58.262383,81.76964,96.10092,99.69927,100.28138,98.92506,92.54852,92.92432,77.67661
2024-05-12,65.037575,65.67753,64.213036,65.37848,62.71028,61.068573,69.42963,69.67742,67.93113,61.498062,62.442444,54.63658,42.099228,45.64673,46.39402,59.97956,84.818,99.10141,101.48895,95.91772,92.02437,81.74255,81.537834,65.951866
2024-05-13,64.53702,64.50097,62.92504,65.57226,64.44024,69.21209,79.31176,84.87168,87.380875,82.23539,81.57157,71.00843,59.76544,61.48919,59.81214,72.960434,91.54105,100.30276,103.12033,94.66997,90.38878,81.77464,78.65625,70.104
2024-05-14,60.20614,60.333572,58.97751,62.621155,61.984573,68.53649,79.91844,87.405495,92.02315,88.266136,86.96984,76.350136,66.65923,67.89412,63.92325,73.52145,89.55038,96.200485,100.9139,91.92044,88.253044,78.6228,75.27515,67.57492
2024-05-15,72.32717,71.8216,69.90474,72.00974,71.22049,76.34141,86.35674,92.5826,96.58406,92.167076,91.40212,81.50708,71.89126,73.33892,70.907524,81.02476,96.11913,103.02234,106.39323,98.66491,94.91974,87.09632,83.86319,76.76715
2024-05-16,74.79217,74.55058,73.039444,75.618515,75.59921,82.47764,92.57512,99.49389,103.93122,100.260086,99.10918,90.17904,82.36487,83.57872,80.03185,87.337975,99.062355,103.377655,107.18642,99.82112,96.96964,89.73294,86.16031,80.86491
2024-05-17,75.75363,75.53117,73.81984,75.335464,74.66534,78.22722,87.293655,91.24288,93.563614,87.78332,87.26618,77.49455,66.31395,68.194244,67.54262,80.44014,98.39958,107.04459,108.392296,100.26058,95.32561,87.93518,85.4921,77.71922
2024-05-18,85.14521,83.82853,82.12823,81.7933,81.08104,81.97869,91.448616,94.06102,94.80493,87.8133,86.58952,76.489395,65.27569,66.57597,65.70307,75.64755,94.253944,104.76268,108.35163,104.71063,101.83751,94.61014,93.198105,82.45477
2024-05-19,83.69629,82.447136,80.497604,79.4065,77.31512,75.2673,83.2674,83.369095,81.064545,73.600876,73.97571,65.56569,53.354134,55.8351,57.005486,69.26053,91.63736,105.479645,108.3356,106.26656,103.873695,96.08242,95.39459,80.868324
2024-05-20,78.74431,78.03033,76.33579,77.55803,76.55692,79.90336,88.590965,92.696846,94.6709,89.13675,88.8072,78.94387,67.47436,68.999794,68.68789,82.359184,100.616615,109.66478,111.00334,103.37654,98.68455,91.54236,88.79413,80.94187
2024-05-21,78.173744,77.30792,75.69391,77.56199,77.191,82.92325,92.64914,98.93669,102.739174,98.30284,97.2321,87.20788,77.43422,78.31756,76.08297,86.685814,101.38017,107.71713,110.52978,102.80838,99.013214,91.93823,88.47188,82.50863
2024-05-22,81.629944,80.16473,78.66025,80.24138,80.51557,87.04205,98.0356,105.93218,112.419174,109.22096,107.63474,97.29657,88.08517,88.2162,84.15776,92.164505,106.199875,111.174995,115.14433,105.953804,101.79005,93.42583,90.23061,85.062675
2024-05-23,62.91136,61.813255,59.941788,62.437218,61.81578,68.948166,80.83293,88.59115,92.39496,88.33683,87.32545,76.846695,66.180756,67.4386,63.986122,75.37972,93.93469,101.66338,106.28681,97.334564,94.24445,84.252396,80.74705,71.65485
2024-05-24,87.57616,86.26876,84.70704,85.60799,84.695465,88.88029,97.96185,104.39335,109.12189,105.50898,104.61768,95.088745,85.8568,86.34756,84.19574,93.51934,107.3383,113.43818,116.297745,108.9577,104.99915,98.21684,95.13451,89.63048
2024-05-25,98.116844,95.63958,94.105064,91.728165,92.742966,94.01904,104.136444,104.77828,102.91372,93.72807,91.42147,81.89377,69.84791,70.91811,70.6596,80.2615,101.072975,112.267365,115.42604,113.77818,112.177734,105.79263,105.50166,93.260025
2024-05-26,87.87547,85.90878,84.29009,83.619675,83.08761,83.763626,93.41113,95.5358,96.00899,89.98246,89.11516,80.48295,69.569084,70.7505,69.24833,77.41743,97.16727,108.281334,112.849976,109.86,107.90655,99.28567,98.57673,85.66162
2024-05-27,80.56856,78.94052,77.11152,77.25526,75.331474,76.05399,84.33706,86.33356,85.43387,80.401344,81.17597,73.86965,62.505745,64.5088,64.42516,76.13389,97.56251,109.82156,113.1671,109.31848,107.25394,98.27965,96.83575,82.97282
2024-05-28,80.613,78.094,75.41794,75.9954,75.6856,82.99463,94.34971,103.25269,109.46176,108.13998,108.343506,101.42865,95.02843,96.30864,90.981316,94.64081,106.553314,110.569336,117.0009,110.25612,109.440765,99.82903,96.12203,88.42499
2024-05-29,78.594734,77.2397,75.36392,76.09748,74.9404,78.97785,88.990585,95.272896,99.22203,94.714676,94.16628,83.834984,72.759224,73.89636,72.23978,84.59085,102.85115,111.07706,113.70996,105.020355,100.47389,92.18476,89.24827,81.625725
2024-05-30,86.46184,84.18275,82.01588,82.34103,81.83116,86.771164,96.81391,103.44471,108.14351,103.928314,103.010025,92.77298,82.20218,82.661194,80.64672,91.70817,108.11755,115.44696,118.36423,110.38484,106.32828,98.80924,95.689865,88.88588
2024-05-31,71.10405,70.04145,67.89367,69.76647,68.72404,74.30414,84.8921,91.99949,96.1797,92.2254,91.56126,81.70698,72.085724,73.428185,70.596825,80.61802,96.37042,103.49765,107.67327,100.03967,96.92391,88.45168,85.0163,77.07756
2024-06-01,77.79976,77.399,75.58854,75.734245,74.27203,74.44911,83.365074,85.09866,84.88633,78.11555,77.86118,69.273834,58.20294,60.741135,60.56774,71.346275,91.33111,102.637726,105.55722,101.27175,98.24339,90.25052,89.269844,77.03671
2024-06-02,81.06786,80.66898,79.48599,78.36553,77.7353,75.322845,84.266914,81.16983,74.34522,63.13971,61.38996,52.459335,39.93303,42.674347,44.009537,54.193375,77.3801,92.60121,96.7823,99.65101,99.791824,93.072975,93.69663,76.171394
2024-06-03,79.808334,79.09408,77.83218,80.00006,78.98875,83.50398,92.02258,97.86895,101.5171,98.7198,98.759094,90.28996,81.83899,82.70636,80.009285,88.34827,101.35055,107.439514,111.10184,104.76607,101.76904,94.181625,90.58539,84.17376
2024-06-04,92.004814,89.803024,87.976845,88.18552,87.748,92.27004,101.502815,107.49517,111.79712,107.83933,106.95744,97.48017,87.402306,87.6765,85.91994,96.26273,111.652466,118.5335,121.04433,113.70613,109.794815,102.92528,100.00228,93.728134
2024-06-05,73.108444,72.24406,70.14176,71.25796,69.78131,72.79307,81.55532,84.956245,85.394775,79.723976,80.189995,71.30623,59.485313,61.801247,61.917053,76.36316,96.83023,107.4971,109.233635,102.360725,98.580055,90.456505,87.88543,77.27751
2024-06-06,84.88845,83.87514,82.22617,83.082695,81.98184,84.82551,92.69296,96.31834,98.007805,93.15953,93.2647,84.642456,74.04076,75.46528,75.20811,87.438095,104.36,113.03534,114.50556,108.07246,104.068855,97.30347,94.638466,86.72931
2024-06-07,90.48928,88.9864,87.45699,87.16274,87.7848,90.60312,99.72669,101.86892,102.55902,95.41179,94.14631,84.55241,73.05805,74.2083,73.70055,84.84869,103.192635,112.47119,114.25677,109.052376,105.3803,98.85337,97.21303,88.37776
2024-06-08,77.904396,75.19063,72.56351,70.82075,73.88685,78.5073,94.18224,95.22734,89.8132,74.84042,67.81171,54.514267,42.92169,44.008698,41.207703,45.548943,65.008675,77.31502,86.78548,93.14117,97.589874,92.31305,92.46594,74.82771
2024-06-09,60.472633,61.0589,58.76584,60.292686,56.00831,54.726913,61.872986,63.84494,63.78215,61.808792,65.92466,62.34095,54.04506,58.827995,57.808296,65.916595,85.39658,97.215096,102.12498,98.05769,96.7318,84.612,82.89533,66.81466
2024-06-10,83.04597,81.470856,78.699554,78.416885,77.314476,82.35724,92.94337,98.29296,100.69311,93.41719,91.78059,79.34027,66.72186,68.24096,65.867386,79.34309,101.82381,117.93999,127.388885,121.16332,111.10132,97.292,92.331696,80.629715
2024-06-11,72.28628,72.48195,71.112175,73.375725,71.6014,75.01739,83.944405,89.54972,92.741066,88.96398,88.7804,79.86404,70.77289,72.483025,70.45755,80.18216,95.18679,102.417366,105.70073,98.65124,95.05448,87.1569,84.20052,76.67265
2024-06-12,90.040375,89.020294,87.80746,88.80154,87.4939,91.3503,99.73199,105.84147,109.652115,106.40186,105.50656,97.06932,88.65649,89.17875,87.28885,95.767586,108.588684,114.316284,117.17386,110.9621,107.80446,101.62776,98.72299,93.10479
2024-06-13,90.378235,88.08282,86.05069,85.48697,85.50061,90.52478,100.62967,106.82869,111.52338,108.36661,108.38156,100.87649,91.88809,93.133545,90.25302,98.17816,114.23011,120.27798,123.45021,115.25305,111.963196,103.22451,100.73009,93.34084
2024-06-14,71.984024,70.30845,67.96004,69.47498,69.63397,77.13048,88.30765,94.52321,96.901115,91.725296,90.71682,81.337944,70.71668,72.272575,70.03929,81.81889,99.83082,107.50864,110.83709,103.11073,100.54315,92.202446,88.95337,79.90946
2024-06-15,95.44399,93.14189,91.351,90.31652,89.24357,90.65628,99.074066,102.23954,103.2756,98.46017,98.2478,90.71937,80.82751,81.9029,81.053154,89.80303,107.10567,116.49828,119.87854,116.41136,114.44799,107.26817,105.67078,95.16952
2024-06-16,80.451035,79.20267,77.43439,76.94357,75.98597,76.2397,85.86131,86.95887,84.9306,77.366646,76.489235,68.00973,57.012558,59.151665,58.487892,67.480896,87.93796,100.1129,104.79695,103.651634,102.83119,94.79448,94.106735,79.560974
2024-06-17,86.428055,85.0587,83.393555,83.82922,82.46475,85.72754,94.262726,99.40455,102.19278,97.94819,97.78801,88.79426,78.53858,79.6335,78.5993,90.07112,106.78198,115.030685,117.531136,110.67663,106.56228,99.16114,96.18352,88.6819
2024-06-18,97.49106,94.799576,92.75097,92.029884,91.633766,96.54926,105.7434,111.87164,115.79651,111.684494,110.91675,101.81442,91.92476,92.29143,90.48321,100.64703,116.317406,123.83223,127.25375,120.520164,116.22414,108.7673,105.36145,98.81605
2024-06-19,96.0934,93.47926,91.268585,90.07205,89.68504,94.09138,103.43124,108.42367,110.94049,105.41127,104.55629,95.057076,83.817924,84.6868,83.73864,95.99596,114.74367,124.50229,127.81747,121.09866,115.89873,107.73697,104.60694,96.38706
2024-06-20,93.342285,90.86887,88.89925,88.325966,87.54213,90.88968,99.31788,103.783005,106.13224,101.44509,101.46821,92.523605,81.18844,82.008644,81.761986,94.786354,113.103004,121.92088,123.29076,116.26179,112.19287,105.25416,102.491905,94.67823
2024-06-21,98.93829,95.9838,93.91824,92.019295,91.99889,94.5071,103.81506,107.15458,108.5918,101.71181,100.502365,90.41264,77.86987,78.51045,78.776276,92.08277,112.375534,122.42942,123.71068,117.68886,113.62852,107.2661,105.522194,96.639305
2024-06-22,92.37057,89.3743,86.83711,84.4732,84.920555,86.92026,98.29273,100.55468,98.94339,89.574585,86.76895,76.74921,66.05259,67.23257,65.93308,72.9417,91.26323,102.181335,108.05833,109.204605,110.01207,103.963875,103.061035,89.49698
2024-06-23,89.1933,87.43336,85.515,85.172005,81.94156,80.81126,87.23274,90.568016,92.72519,90.564064,93.16403,86.746475,77.16623,78.91465,78.44952,88.322845,105.81476,116.1915,119.32922,114.55058,111.37137,102.53954,100.15722,89.40451
2024-06-24,88.78522,87.72384,86.4561,87.2009,85.593864,88.74001,97.35152,103.87039,108.52952,105.44595,104.80892,95.696556,86.80026,87.31783,85.289116,94.2879,108.04895,114.186935,117.10855,109.965546,106.03937,99.178955,96.24104,90.6957
2024-06-25,90.60668,89.04573,87.49354,87.63978,86.33348,89.40932,97.97205,103.590256,107.31826,103.4999,103.09896,94.07894,84.163,84.88072,83.63781,94.29292,110.071396,117.35413,119.56276,112.36145,108.28278,101.37132,98.63127,92.10208
2024-06-26,95.51447,93.7449,92.26197,91.71771,90.027466,91.57318,99.39106,104.097786,107.32854,103.32818,103.2654,94.37952,83.74145,84.43238,84.12143,95.936,113.11656,121.512505,122.95224,115.84413,111.21522,104.45299,102.124306,95.11654
2024-06-27,99.48187,96.69197,94.58364,91.87726,93.56633,95.83491,107.1897,109.067345,108.948,98.198135,94.39017,82.139885,69.33485,69.86612,69.53499,80.05166,99.862785,110.35764,113.24045,110.687,108.04236,103.016304,102.40146,92.321945
2024-06-28,62.85784,61.880127,59.376434,61.441856,59.96528,65.79823,77.030365,83.541016,85.72407,81.25598,80.674675,71.94042,61.996628,64.23476,61.80372,72.48488,90.95843,99.78205,104.55117,97.76694,96.01246,86.58083,83.78215,72.305725
2024-06-29,88.72973,86.49959,85.248795,84.11754,84.630005,84.95499,95.00106,93.85238,88.12376,77.431915,74.41241,64.17175,51.614044,52.444336,52.46147,61.76973,83.37004,97.42597,102.895096,106.40395,107.56754,101.50213,101.29924,84.958755
2024-06-30,84.2176,83.14723,81.17901,81.27436,78.71995,78.114136,85.53671,88.814026,91.98636,90.02091,92.37802,86.82841,78.30687,80.70109,78.98773,85.98915,102.82456,112.23003,116.07347,110.46755,107.3116,97.31838,95.760826,84.48567
2024-07-01,90.64124,88.2313,86.451225,86.973434,86.55435,92.08687,101.237465,107.636536,111.40627,108.40568,108.04017,99.75224,90.76254,91.08608,88.64224,97.50274,111.646,117.77788,121.2294,114.93323,112.450386,105.235596,101.7777,95.08775
2024-07-02,76.943115,75.526115,73.46107,74.77559,74.27355,80.222664,90.92363,97.89793,102.101555,97.4968,96.20609,85.87757,75.60228,76.56816,74.196335,85.20862,101.54523,108.5402,111.813324,103.61605,99.951546,92.18793,88.98343,81.8586
2024-07-03,90.97962,88.93485,87.13178,87.52189,87.62726,93.217255,103.03243,109.454895,114.09436,109.59009,108.05979,97.947296,87.75635,87.951164,86.00671,96.60777,111.67602,117.84628,120.077095,112.03317,107.83091,101.33572,98.31954,93.00139
2024-07-04,55.09967,54.649895,52.133972,53.502533,52.978157,58.81916,71.24243,75.58163,75.69377,68.37197,67.74946,58.039238,44.609222,48.17395,46.94438,62.783607,89.53532,102.32461,105.898094,96.14191,91.36927,79.18508,77.22071,62.914833
2024-07-05,60.735786,59.74881,57.16429,59.108986,58.177704,64.9254,76.83337,83.99074,86.88491,81.11828,80.134834,68.7457,57.051445,59.04812,56.65274,70.38723,90.58204,100.32685,104.96723,96.278046,92.03676,81.98919,78.1044,68.1993
2024-07-06,96.33633,92.711716,90.06571,87.63387,91.310005,95.432076,109.10503,109.32752,105.910126,93.61941,87.62235,76.32881,66.51425,66.53248,62.760406,62.862923,77.187996,86.76098,95.67023,103.131714,108.007256,104.4394,105.12416,90.42179
2024-07-07,58.313255,58.27909,55.847633,58.139107,54.991547,56.623573,66.03038,69.78844,70.357254,66.89567,68.30268,62.20366,52.875397,56.411415,54.708496,63.872368,83.796196,95.23687,100.556625,95.65085,94.35964,83.28552,81.7599,66.26328
2024-07-08,85.66934,83.75644,82.03086,82.61565,82.14959,87.621895,97.40654,104.13743,108.16853,104.8218,104.24358,95.654594,86.602806,87.67614,85.31276,94.45061,109.444214,115.351555,118.645996,111.24322,108.328476,100.52778,97.303055,90.43792
2024-07-09,86.55711,83.31395,80.837135,80.79497,80.752464,88.38739,100.25932,109.94116,116.939316,115.532,114.96663,106.95441,99.56141,99.960175,94.65934,99.47569,112.669,116.76088,122.84349,115.04214,113.51372,103.98757,100.40932,93.44084
2024-07-10,83.35194,81.78077,79.840515,80.7659,80.47702,85.88983,95.62116,101.671455,105.45262,100.94185,100.06316,90.41688,80.36666,81.25234,79.34344,90.124825,105.66882,112.45503,115.05916,107.44038,103.7108,96.59953,93.40032,86.86968
2024-07-11,81.71486,80.42403,78.61893,80.00056,79.31499,84.679825,94.12295,100.653534,104.61273,100.53081,99.72693,89.953514,80.460236,81.226006,79.092094,89.374275,103.529,109.818756,112.81228,105.64852,102.1739,95.348755,91.71681,85.8041
2024-07-12,83.15282,82.47266,81.00258,82.34033,81.466606,85.221344,94.21036,99.930595,104.28861,99.890686,98.966736,88.78882,78.8092,79.61853,77.94256,88.629814,103.43999,110.213684,112.40963,104.45546,99.6566,92.85773,89.906715,84.37715
2024-07-13,74.3156,74.05094,72.2949,73.053505,71.07859,71.22884,80.03568,83.011505,85.198204,80.56895,81.352516,73.097336,62.235054,64.74556,63.739426,74.46032,94.64573,105.420166,108.33356,101.287865,96.88313,87.113495,85.86133,74.37202
2024-07-14,65.277115,65.50434,62.918,63.89128,61.10765,61.557648,69.981026,73.2033,75.07036,72.67244,76.00237,71.96663,64.6481,69.21325,66.8983,72.8527,89.94195,99.197784,103.9854,98.502884,96.71821,85.307304,83.55286,70.115326
2024-07-15,73.25153,72.3435,70.2077,71.81146,70.55701,76.25154,86.17042,93.745445,98.302376,96.58168,97.50243,90.81809,84.49035,86.56478,82.25278,87.163826,98.84609,103.47241,109.06627,102.87704,101.674095,92.567,88.67236,81.0984
2024-07-16,85.25314,83.946754,82.28922,83.376854,82.372,86.76296,96.11756,103.14862,108.5081,105.33735,104.61203,94.98172,86.12196,86.62023,83.897575,92.48706,105.70905,111.45767,114.924,107.470436,103.64748,96.43943,93.09319,87.70169
2024-07-17,85.19138,84.35172,82.74744,83.335,82.12079,84.49931,92.77874,96.999725,99.84205,94.859314,94.63196,85.147064,74.25522,75.59037,75.191315,87.631805,104.869835,113.34188,114.60687,106.98491,102.016045,95.11174,92.636925,85.55207
2024-07-18,86.34082,85.184715,83.53011,83.860664,82.49368,84.39257,92.265305,95.85646,97.893585,92.7727,92.94084,83.58326,72.04305,73.38722,73.5785,87.20323,105.72196,115.2027,116.15357,108.85778,103.90474,96.90924,94.42816,86.53874
2024-07-19,89.23573,88.01722,86.29243,86.301506,84.84244,86.23337,93.85383,96.99638,98.78419,93.47814,93.56241,84.55388,73.04661,74.45229,75.03351,88.548195,107.123146,116.84144,117.5388,110.62254,105.72381,99.079834,96.97112,88.78196
2024-07-20,78.34523,78.18268,76.58881,77.50394,75.63453,76.03681,84.237656,87.38771,90.34574,86.73255,87.78745,80.51192,70.70934,73.1013,71.77668,81.07523,99.253044,108.69565,111.38245,104.08109,99.61691,90.12712,88.80214,78.54401
2024-07-21,81.19619,80.21017,78.572075,78.8344,76.57516,75.82219,83.61726,85.08942,84.59188,79.92172,80.851425,74.12074,63.85401,66.076645,65.62299,74.92424,94.60618,106.46645,110.35712,107.39134,105.43403,96.48051,95.49408,81.669876
2024-07-22,85.06461,83.23058,81.31517,82.36488,81.47347,86.346466,95.625435,102.47884,107.1923,103.95755,103.5347,93.962494,84.75505,85.18742,82.66125,91.98496,105.6827,111.98509,115.58038,108.72054,105.39803,98.170105,94.45079,88.395164
2024-07-23,80.28353,79.70756,78.11692,79.43666,78.10906,81.178764,90.048454,95.47156,99.42935,95.21996,94.82733,85.127205,75.15805,76.37214,74.79572,85.48024,101.07687,108.57029,111.05487,103.37486,98.813156,91.397705,88.57637,81.87507
2024-07-24,88.19792,87.46654,86.1577,86.9607,85.986946,88.45,96.37349,100.85751,104.52884,100.042,99.76956,90.083786,79.71792,80.62283,79.79028,91.27054,106.710655,114.11946,115.36713,107.62047,102.32257,95.794525,93.01915,87.518616
2024-07-25,71.35733,70.06818,67.673935,69.422585,68.65148,75.194275,86.85126,95.52346,101.514305,97.823135,96.49167,85.94963,76.89464,77.93933,74.09888,82.720604,97.14107,102.99272,107.88648,99.494774,96.30813,87.76736,84.20643,77.34937
2024-07-26,82.68081,81.914795,80.13196,80.55064,79.44381,81.44776,89.70551,92.6994,93.98595,88.39061,88.5357,79.929504,69.03645,71.0277,70.90901,83.05624,101.29175,110.706985,112.2263,105.821434,101.71441,94.46869,92.357834,83.36889
2024-07-27,81.00721,80.47967,79.24286,79.18991,78.962135,79.22933,88.75659,89.01568,86.92247,78.28528,76.59163,67.12783,55.394676,57.337234,57.053207,67.03287,87.71013,99.682884,103.16498,101.055565,98.94444,91.600075,91.28422,78.09132
2024-07-28,88.3701,87.44549,86.140625,85.14948,82.81584,79.97376,86.6744,85.57474,82.39763,75.76554,76.50447,69.47794,57.840485,60.22032,61.74022,72.94347,94.57823,108.36517,111.16745,110.42859,108.593376,100.82159,100.36404,85.50782
2024-07-29,81.79197,80.42523,78.49223,78.785416,77.167336,79.101944,87.210495,90.78008,92.22166,87.02377,87.73482,78.38311,66.30936,68.00164,68.3251,83.00615,103.10552,113.56961,114.78319,107.490005,102.805046,95.04964,92.33548,83.1616
2024-07-30,83.32761,82.14467,80.243324,80.52394,78.67086,79.93803,87.99929,91.91796,94.45476,89.68878,90.26596,80.821754,69.31502,70.87131,70.811615,84.16957,103.07382,113.026855,114.56681,107.18188,102.206696,94.482346,91.976746,83.38245
2024-07-31,87.13554,86.13288,84.49707,84.890915,83.60528,85.56929,93.559746,97.3446,99.87541,94.87572,94.77558,85.54003,74.5037,75.81867,75.71516,88.31221,105.88468,114.78009,115.90634,108.62214,103.7057,96.87243,94.56631,87.06049
2024-08-01,90.41616,88.95887,87.28893,87.45185,86.07297,88.15343,96.31009,101.12628,104.89967,100.70767,100.557045,91.07868,80.530426,81.3274,80.55917,92.02837,108.40567,116.56289,118.33481,111.00702,106.17292,99.261345,96.6712,89.95425
2024-08-02,95.09638,93.07901,91.30173,90.54559,90.21689,92.3553,100.77446,103.87726,105.989784,99.9676,99.32354,89.59805,77.57554,78.421265,78.61969,91.73336,110.70068,120.20407,120.99907,114.08229,109.14972,102.64516,100.729645,92.86565
2024-08-03,90.03295,87.65448,86.36426,84.88837,87.412315,90.00606,102.57479,102.64279,98.3133,85.84795,80.46921,68.1942,56.20278,56.42627,54.600212,60.817963,80.13709,91.96555,98.74705,102.515335,104.155716,98.84126,98.79328,84.246994
2024-08-04,79.77619,77.9785,75.57537,74.726654,76.393166,77.72722,89.03595,88.60116,87.251656,78.063545,76.72572,67.58128,56.315834,58.656822,56.522522,62.726044,83.14161,95.28834,100.95062,100.14174,99.31765,90.266846,90.17355,74.726524
